Level,Date and Time,Source,Event ID,Task Category
Information,10/23/2022 10:14:38 PM,Microsoft Office 16 Alerts,300,None,Microsoft Excel
Want to save your changes to 'exploit.csv'?
P1: 100216
P2: 16.0.15629.20208
P3: 
P4: 

Information,10/23/2022 10:14:24 PM,Microsoft Office 16 Alerts,300,None,Compositor Type: 0EXCELP1: %3P2: %4P3: %5P4: %6
Information,10/23/2022 10:12:51 PM,Microsoft Office 16 Alerts,300,None,Microsoft Excel
Want to save your changes to 'results.csv'?
P1: 100216
P2: 16.0.15629.20208
P3: 
P4: 

Information,10/23/2022 10:12:13 PM,Microsoft Office 16 Alerts,300,None,Compositor Type: 0EXCELP1: %3P2: %4P3: %5P4: %6
Information,10/23/2022 10:11:59 PM,Microsoft Office 16 Alerts,300,None,Compositor Type: 0EXCELP1: %3P2: %4P3: %5P4: %6
Information,10/23/2022 10:10:48 PM,Microsoft Office 16 Alerts,300,None,Microsoft Excel
Want to save your changes to 'results.csv'?
P1: 100216
P2: 16.0.15629.20208
P3: 
P4: 

Information,10/23/2022 10:10:04 PM,Microsoft Office 16 Alerts,300,None,Compositor Type: 0EXCELP1: %3P2: %4P3: %5P4: %6
Information,10/23/2022 10:06:32 PM,Microsoft Office 16 Alerts,300,None,Microsoft Word
Want to save your changes to test?
P1: 200054
P2: 16.0.15629.20208
P3: 
P4: 

Information,10/23/2022 10:06:17 PM,Microsoft Office 16 Alerts,300,None,Compositor Type: 1WINWORDP1: %3P2: %4P3: %5P4: %6
